name,pH_aq,logIE,instrument,source,solvent,doi,INCHIKEY,EStateFP1,EStateFP10,EStateFP11,EStateFP12,EStateFP13,EStateFP14,EStateFP15,EStateFP16,EStateFP17,EStateFP18,EStateFP19,EStateFP2,EStateFP20,EStateFP21,EStateFP22,EStateFP23,EStateFP24,EStateFP25,EStateFP26,EStateFP27,EStateFP28,EStateFP29,EStateFP3,EStateFP30,EStateFP31,EStateFP32,EStateFP33,EStateFP34,EStateFP35,EStateFP36,EStateFP37,EStateFP38,EStateFP39,EStateFP4,EStateFP40,EStateFP41,EStateFP42,EStateFP43,EStateFP44,EStateFP45,EStateFP46,EStateFP47,EStateFP48,EStateFP49,EStateFP5,EStateFP50,EStateFP51,EStateFP52,EStateFP53,EStateFP54,EStateFP55,EStateFP56,EStateFP57,EStateFP58,EStateFP59,EStateFP6,EStateFP60,EStateFP61,EStateFP62,EStateFP63,EStateFP64,EStateFP65,EStateFP66,EStateFP67,EStateFP68,EStateFP69,EStateFP7,EStateFP70,EStateFP71,EStateFP72,EStateFP73,EStateFP74,EStateFP75,EStateFP76,EStateFP77,EStateFP78,EStateFP79,EStateFP8,EStateFP9
N-hydroxy-phthalimide,10.5,-0.67,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 20/80,10.1021/acs.analchem.7b00595,CFMZSMGAMPBRBE-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-aminobutanoic acid,10.5,-1.57,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 20/80,10.1021/acs.analchem.7b00595,BTCSSZJGUNDROE-UHFFFAOYSA-N,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
beta-alanine,10.5,-2.32,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 20/80,10.1021/acs.analchem.7b00595,UCMIRNVEIXFBKS-UHFFFAOYSA-N,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
benzoic acid,10.5,0.07,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,WPYMKLBDIGXBTP-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-dinitrobenzoic acid",10.5,0.62,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,VYWYYJYRVSBHJQ-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-trifluoromethylbenzoic acid,10.5,1.37,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,FQXQBFUUVCDIRK-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pentafluorophenol,10.5,1.41,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,XBNGYFFABRKICK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-tert-butylbenzoic acid,10.5,1.46,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,KDVYCTOWXSLNNI-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2,3,5,6-Tetrafluoro-4-(pentafluorophenyl)phenol",10.5,2.66,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,MLXJPZBMOLLESC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pentakis(trifluoromethyl)phenol,10.5,3.06,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,FKXSLNBWBKMORF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-phenylphenol,10.5,0.95,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,YXVFYQXJAXKLAK-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-phenylphenol,10.5,0.63,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,LLEMOWNGBBNAJR-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-chlorobenzoic acid,10.5,0.85,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,LULAYUGMBFYYEX-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-aminobenzoic acid,10.5,0.04,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,ALYNCZNDIQEVRV-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-hydroxybenzoic acid,10.5,0.23,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,FJKROLUGYXJWQN-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-aminobenzoic acid,10.5,0.17,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,XFDUHJPVQKIXHO-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pentafluorobenzoic acid,10.5,1.28,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,YZERDTREOUSUHF-UHFFFAOYSA-N,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-dinitrophenol",10.5,1.47,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,UFBJCMHMOXMLKC-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-dimethylaminobenzoic acid,10.5,1.13,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,NEGFNJRAUMCZMY-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4-isopropylbenzoic acid,10.5,0.62,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,CKMXAIVXVKGGFM-UHFFFAOYSA-N,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2-tert-butylphenol,10.5,0.03,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,WJQOZHYUIDYNHM-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2,4,6-tri-tert-butylphenol",10.5,0.73,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,PFEFOYRSMXVNEL-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2,5-dinitrophenol",10.5,1.37,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,UWEZBKLLMKVIPI-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-chlorophenol,10.5,0.27,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,HORNXRXVQWOLPJ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-isopropylphenol,10.5,-0.08,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,CRBJBYGJVIBWIY-UHFFFAOYSA-N,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3-bromophenol,10.5,0.72,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,MNOJRWOWILAHAV-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2-bromophenol,10.5,-0.98,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,VADKRMSMGWJZCF-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2,6-dinitrophenol",10.5,1.38,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,JCRIDWXIBSEOEG-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-nitrophenol,10.5,-0.71,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,IQUPABOKLQSFBK-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-nitrophenol,10.5,1.07,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,RTZZCYNQPHTPPL-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-nitrophenol,10.5,1.1,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,BTJIUGUIPKRLHP-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,3,5,6-tetrafluorophenol",10.5,1.48,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,PBYIIRLNRCVTMQ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-(1,1,2,2,3,3,3-Heptafluoropropane-1-sulfonyl)benzoic acid",10.5,2.4,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,QKCNLSMGGKDTTE-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-[1,1,1,3,3,3-Hexafluoro-2-(trifluoromethyl)propane-2-sulfonyl]benzoic acid",10.5,2.38,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,MSGZGBQJGLMIAC-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-[(Heptafluoropropyl)sulfanyl]benzoic acid,10.5,2.03,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,NCVBTUWFGASPTN-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-(Trifluoromethylsulphonyl)benzoic acid,10.5,1.81,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,BUXMJMHFPYNLAJ-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-[(trifluoromethyl)sulphanyl]benzoic acid,10.5,1.12,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,IVGAPIVNQABETQ-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pentachlorophenol,10.5,2.35,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,IZUPBVBPLAPZRR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
salicylic acid,10.5,0.64,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,YGSDEFSMJLZEOE-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-cyanophenol,10.5,0.83,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,CHZCERSEMVWNHL-UHFFFAOYSA-N,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-phenylazophenol,10.5,1.66,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,BEYOBVMPDRKTNR-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-diiodosalicylic acid",10.5,2.28,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,DHZVWQPHNWDCFS-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2,4,6-trinitro-1,3-benzenediol",10.5,1.85,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,IXHMHWIBCIYOAZ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-dinitrosalicylic acid",10.5,1.76,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,LWFUFLREGJMOIZ-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-dinitrobenzoic acid",10.5,0.4,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,ZIIGSRYPZWDGBT-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-chlorophenol,10.5,0.46,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heptafluoro-2-naphthol,10.5,1.9,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,RWEQEWKAJFTONV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,4-Dinitrobenzenesulfonic acid",10.5,1.87,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,OVOJUAKDTOOXRF-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
naphthalene-1-sulfonic acid,10.5,1.77,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,PSZYNBSKGUBXEH-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-anthraquinonesulfonic acid,10.5,2.31,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,MMNWSHJJPDXKCH-UHFFFAOYSA-N,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-nitrobenzenesulphonamide,10.5,1.48,Agilent XCT,ESI,MeCN/0.1% ammonia(aq) 50/50,10.1021/acs.analchem.7b00595,TXTQURPQLVHJRE-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
