Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = 0.285);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2?;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi+;Lauryldiethanolamine;6;1541-67-9;DTXSID4042090;DTXCID2022090;1;505;9.74;Mid;0.122;1.52E+07;1.097;1.67E+07;8.25;1.147;0.128;NA;NA;;NA;1.37E+08;12.191;0.069;YES;99.924;3.069;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;727.7;546.7;291.9;801.8;NO;2.935;0.087;YES;24.059;4.153
Esi+;Lauryldiethanolamine;6;1541-67-9;DTXSID4042090;DTXCID2022090;1;505;9.74;High;0.49;4.28E+07;1.772;7.58E+07;8.25;1.147;0.478;NA;NA;;NA;1.55E+08;55.343;0.312;YES;112.944;3.069;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;753.6;546.7;291.9;801.8;NO;13.325;0.395;YES;27.194;4.153
Esi+;Mepanipyrim;6;110235-47-7;DTXSID4042121;DTXCID2022121;1;505;7.87;Low;0.024;2.72E+06;0.926;2.52E+06;8.26;1.151;0.024;NA;NA;;NA;1.05E+08;1.837;0.01;YES;76.557;3.897;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;674.2;708.6;453.9;963.4;NO;0.095;0.007;YES;3.972;19.272
Esi+;Mepanipyrim;6;110235-47-7;DTXSID4042121;DTXCID2022121;1;505;7.87;Mid;0.122;1.47E+07;1.097;1.62E+07;8.26;1.151;0.121;NA;NA;;NA;1.33E+08;11.809;0.067;YES;96.797;3.897;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;721.1;708.6;453.9;963.4;NO;0.613;0.044;YES;5.023;19.272
Esi+;Mepanipyrim;6;110235-47-7;DTXSID4042121;DTXCID2022121;1;505;7.87;High;0.49;4.57E+07;1.772;8.11E+07;8.26;1.151;0.492;NA;NA;;NA;1.65E+08;59.161;0.334;YES;120.737;3.897;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;768.2;708.6;453.9;963.4;NO;3.07;0.222;YES;6.265;19.272
Esi+;N-Butylurea;6;592-31-4;DTXSID6020222;DTXCID20222;1;501;0.98;Low;0.024;4.56E+05;0.76;3.46E+05;7.35;1.133;0.025;NA;NA;;NA;1.44E+07;0.253;0.001;YES;10.529;2.403;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;381.5;416.6;161.5;671.9;NO;0.469;0.003;YES;19.556;0.538
Esi+;N-Butylurea;6;592-31-4;DTXSID6020222;DTXCID20222;1;501;0.98;Mid;0.122;2.37E+06;0.769;1.82E+06;7.35;1.133;0.109;NA;NA;;NA;1.49E+07;1.33;0.007;YES;10.9;2.403;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;385.3;416.6;161.5;671.9;NO;2.47;0.018;YES;20.245;0.538
Esi+;N-Butylurea;6;592-31-4;DTXSID6020222;DTXCID20222;1;501;0.98;High;0.49;1.11E+07;0.963;1.07E+07;7.35;1.133;0.52;NA;NA;;NA;2.18E+07;7.786;0.044;YES;15.89;2.403;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;429.4;416.6;161.5;671.9;NO;14.462;0.103;YES;29.514;0.538
Esi+;N-methyl-alpha-phenylbenzeneacetamide;6;954-21-2;DTXSID4042208;DTXCID2022208;1;503;5.23;Low;0.024;1.64E+06;0.95;1.56E+06;7.82;0.995;0.023;NA;NA;;NA;6.50E+07;1.138;0.006;YES;47.435;3.207;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;587.8;573.8;318.9;828.8;NO;0.201;0.007;YES;8.395;5.65
Esi+;N-methyl-alpha-phenylbenzeneacetamide;6;954-21-2;DTXSID4042208;DTXCID2022208;1;503;5.23;Mid;0.122;8.69E+06;1.018;8.84E+06;7.82;0.995;0.132;NA;NA;;NA;7.25E+07;6.455;0.036;YES;52.91;3.207;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;606.5;573.8;318.9;828.8;NO;1.142;0.041;YES;9.364;5.65
Esi+;N-methyl-alpha-phenylbenzeneacetamide;6;954-21-2;DTXSID4042208;DTXCID2022208;1;503;5.23;High;0.49;2.69E+07;1.16;3.12E+07;7.82;0.995;0.469;NA;NA;;NA;6.37E+07;22.787;0.128;YES;46.504;3.207;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;584.5;573.8;318.9;828.8;NO;4.033;0.145;YES;8.23;5.65
Esi+;4-(Dimethylamino)phenylthiocyanate;6;7152-80-9;DTXSID4042252;DTXCID2022252;1;503;6.51;Low;0.024;4.60E+05;0.95;4.37E+05;7.13;0.917;0.024;NA;NA;;NA;1.82E+07;0.319;0.002;YES;13.286;2.667;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;407.9;468.2;213.2;723.4;NO;0.228;0.003;YES;9.481;1.401
Esi+;4-(Dimethylamino)phenylthiocyanate;6;7152-80-9;DTXSID4042252;DTXCID2022252;1;503;6.51;Mid;0.122;1.98E+06;1.018;2.01E+06;7.13;0.917;0.125;NA;NA;;NA;1.65E+07;1.468;0.008;YES;12.031;2.667;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;396.4;468.2;213.2;723.4;NO;1.047;0.015;YES;8.585;1.401
Esi+;4-(Dimethylamino)phenylthiocyanate;6;7152-80-9;DTXSID4042252;DTXCID2022252;1;503;6.51;High;0.49;5.98E+06;1.16;6.94E+06;7.13;0.917;0.483;NA;NA;;NA;1.42E+07;5.066;0.029;YES;10.338;2.667;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;379.5;468.2;213.2;723.4;NO;3.615;0.052;YES;7.377;1.401
Esi+;Parinol;6;17781-31-6;DTXSID4042256;DTXCID2022256;1;503;10.44;Low;0.024;2.74E+06;0.95;2.60E+06;8.07;1.015;0.024;NA;NA;;NA;1.08E+08;1.899;0.011;YES;79.11;3.198;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;680.6;572;317.1;827;NO;0.343;0.012;YES;14.282;5.539
Esi+;Parinol;6;17781-31-6;DTXSID4042256;DTXCID2022256;1;503;10.44;Mid;0.122;1.39E+07;1.018;1.42E+07;8.07;1.015;0.126;NA;NA;;NA;1.16E+08;10.356;0.058;YES;84.884;3.198;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;694.5;572;317.1;827;NO;1.87;0.066;YES;15.324;5.539
Esi+;Parinol;6;17781-31-6;DTXSID4042256;DTXCID2022256;1;503;10.44;High;0.49;4.78E+07;1.16;5.54E+07;8.07;1.015;0.482;NA;NA;;NA;1.13E+08;40.438;0.228;YES;82.526;3.198;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;688.9;572;317.1;827;NO;7.3;0.259;YES;14.899;5.539
Esi+;4-Hexyloxyaniline;6;39905-57-2;DTXSID4022288;DTXCID202288;1;506;8.3;Mid;0.122;9.71E+05;0.983;9.54E+05;7.06;1.182;0.122;NA;NA;;NA;7.82E+06;0.697;0.004;YES;5.71;3.01;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;319.9;535.3;280.4;790.4;NO;0.193;0.005;YES;1.58;3.615
Esi+;4-Hexyloxyaniline;6;39905-57-2;DTXSID4022288;DTXCID202288;1;506;8.3;High;0.49;3.50E+06;1.411;4.93E+06;7.06;1.182;0.49;NA;NA;;NA;1.01E+07;3.601;0.02;YES;7.349;3.01;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;344;535.3;280.4;790.4;NO;0.996;0.027;YES;2.033;3.615
Esi+;1,1,2-Trimethyl-1H-benzo[e]indole;6;41532-84-7;DTXSID4044668;DTXCID2024668;1;506;7.99;Low;0.024;2.17E+05;0.935;2.03E+05;7.05;1.081;0.024;NA;NA;;NA;8.46E+06;0.148;0.001;YES;6.173;3.445;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;327.2;620.2;365.4;875.2;NO;0.016;0.001;NO;0.681;9.064
Esi+;1,1,2-Trimethyl-1H-benzo[e]indole;6;41532-84-7;DTXSID4044668;DTXCID2024668;1;506;7.99;Mid;0.122;1.16E+06;0.983;1.14E+06;7.05;1.081;0.12;NA;NA;;NA;9.36E+06;0.834;0.005;YES;6.833;3.445;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;336.9;620.2;365.4;875.2;NO;0.092;0.004;NO;0.754;9.064
Esi+;1,1,2-Trimethyl-1H-benzo[e]indole;6;41532-84-7;DTXSID4044668;DTXCID2024668;1;506;7.99;High;0.49;3.76E+06;1.411;5.30E+06;7.05;1.081;0.495;NA;NA;;NA;1.08E+07;3.872;0.022;YES;7.901;3.445;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;351.3;620.2;365.4;875.2;NO;0.427;0.02;NO;0.872;9.064
Esi+;Triallyl trimellitate;6;2694-54-4;DTXSID4044901;DTXCID2024901;1;504;10.06;Low;0.024;8.44E+05;0.952;8.04E+05;7.28;0.832;0.022;NA;NA;;NA;3.35E+07;0.587;0.003;YES;24.438;2.707;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;486;476;221;731.2;NO;0.37;0.006;YES;15.405;1.586
Esi+;Triallyl trimellitate;6;2694-54-4;DTXSID4044901;DTXCID2024901;1;504;10.06;Mid;0.122;3.81E+06;0.98;3.73E+06;7.28;0.832;0.142;NA;NA;;NA;3.06E+07;2.724;0.015;YES;22.327;2.707;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;473.5;476;221;731.2;NO;1.717;0.027;YES;14.075;1.586
Esi+;Triallyl trimellitate;6;2694-54-4;DTXSID4044901;DTXCID2024901;1;504;10.06;High;0.49;9.17E+06;1.067;9.79E+06;7.28;0.832;0.452;NA;NA;;NA;2.00E+07;7.142;0.04;YES;14.576;2.707;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;418.9;476;221;731.2;NO;4.502;0.07;YES;9.189;1.586
Esi+;Albendazole;6;54965-21-8;DTXSID0022563;DTXCID202563;1;506;6.84;Low;0.024;1.97E+06;0.935;1.84E+06;7.98;1.062;0.024;NA;NA;;NA;7.68E+07;1.346;0.008;YES;56.09;3.065;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;616.7;546;291.1;801.1;NO;0.327;0.01;YES;13.622;4.117
Esi+;Albendazole;6;54965-21-8;DTXSID0022563;DTXCID202563;1;506;6.84;Mid;0.122;9.91E+06;0.983;9.74E+06;7.98;1.062;0.117;NA;NA;;NA;7.99E+07;7.112;0.04;YES;58.292;3.065;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;623.6;546;291.1;801.1;NO;1.727;0.051;YES;14.157;4.117
Esi+;Albendazole;6;54965-21-8;DTXSID0022563;DTXCID202563;1;506;6.84;High;0.49;3.22E+07;1.411;4.55E+07;7.98;1.062;0.501;NA;NA;;NA;9.28E+07;33.199;0.187;YES;67.752;3.065;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;651;546;291.1;801.1;NO;8.063;0.237;YES;16.455;4.117
Esi+;Anastrozole;6;120511-73-1;DTXSID9022607;DTXCID202607;1;500;3.88;Low;0.008;2.06E+05;0.931;1.92E+05;7.33;0.98;0.008;NA;NA;;NA;2.29E+07;0.14;0.001;YES;16.698;3.362;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;435.6;603.9;349.1;858.9;NO;0.018;0.001;YES;2.158;7.736
Esi+;Anastrozole;6;120511-73-1;DTXSID9022607;DTXCID202607;1;500;3.88;Mid;0.043;1.10E+06;0.95;1.04E+06;7.33;0.98;0.046;NA;NA;;NA;2.44E+07;0.76;0.004;YES;17.794;3.362;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;443.6;603.9;349.1;858.9;NO;0.098;0.004;YES;2.3;7.736
Esi+;Anastrozole;6;120511-73-1;DTXSID9022607;DTXCID202607;1;500;3.88;High;0.172;3.53E+06;1.04;3.67E+06;7.33;0.98;0.165;NA;NA;;NA;2.14E+07;2.682;0.015;YES;15.638;3.362;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;427.5;603.9;349.1;858.9;NO;0.347;0.015;YES;2.021;7.736
Esi+;Ethyl benzoylacetate;6;94-02-0;DTXSID4047094;DTXCID2027094;1;504;4.14;Low;0.024;4.43E+05;0.952;4.22E+05;7.04;0.859;0.023;NA;NA;;NA;1.76E+07;0.308;0.002;YES;12.838;2.038;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;403.9;345.3;90.1;600.7;YES;2.141;0.006;YES;89.216;0.144
Esi+;Ethyl benzoylacetate;6;94-02-0;DTXSID4047094;DTXCID2027094;1;504;4.14;Mid;0.122;2.02E+06;0.98;1.98E+06;7.04;0.859;0.137;NA;NA;;NA;1.62E+07;1.443;0.008;YES;11.827;2.038;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;394.5;345.3;90.1;600.7;YES;10.027;0.028;YES;82.191;0.144
Esi+;Ethyl benzoylacetate;6;94-02-0;DTXSID4047094;DTXCID2027094;1;504;4.14;High;0.49;5.24E+06;1.067;5.59E+06;7.04;0.859;0.46;NA;NA;;NA;1.14E+07;4.082;0.023;YES;8.33;2.038;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;356.7;345.3;90.1;600.7;YES;28.366;0.08;YES;57.889;0.144
Esi+;CP-457920;6;220860-50-4;DTXSID4047254;DTXCID2027254;1;504;6.41;Low;0.024;1.43E+06;0.952;1.36E+06;7.56;0.872;0.023;NA;NA;;NA;5.67E+07;0.992;0.006;YES;41.351;2.941;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;565.1;521.9;266.9;777;NO;0.326;0.008;YES;13.563;3.049
Esi+;CP-457920;6;220860-50-4;DTXSID4047254;DTXCID2027254;1;504;6.41;Mid;0.122;6.48E+06;0.98;6.35E+06;7.56;0.872;0.134;NA;NA;;NA;5.21E+07;4.638;0.026;YES;38.016;2.941;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;551.6;521.9;266.9;777;NO;1.521;0.037;YES;12.469;3.049
Esi+;CP-457920;6;220860-50-4;DTXSID4047254;DTXCID2027254;1;504;6.41;High;0.49;1.76E+07;1.067;1.88E+07;7.56;0.872;0.465;NA;NA;;NA;3.83E+07;13.699;0.077;YES;27.958;2.941;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;505.1;521.9;266.9;777;NO;4.493;0.109;YES;9.17;3.049
Esi+;Furalaxyl;6;57646-30-7;DTXSID4047543;DTXCID2027543;1;504;7.49;Low;0.024;2.01E+06;0.952;1.91E+06;7.79;0.926;0.023;NA;NA;;NA;7.95E+07;1.393;0.008;YES;58.053;3.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;622.8;551.6;296.7;806.6;NO;0.317;0.01;YES;13.206;4.396
Esi+;Furalaxyl;6;57646-30-7;DTXSID4047543;DTXCID2027543;1;504;7.49;Mid;0.122;9.68E+06;0.98;9.49E+06;7.79;0.926;0.131;NA;NA;;NA;7.78E+07;6.927;0.039;YES;56.775;3.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;618.9;551.6;296.7;806.6;NO;1.576;0.048;YES;12.915;4.396
Esi+;Furalaxyl;6;57646-30-7;DTXSID4047543;DTXCID2027543;1;504;7.49;High;0.49;2.91E+07;1.067;3.10E+07;7.79;0.926;0.471;NA;NA;;NA;6.34E+07;22.661;0.128;YES;46.246;3.093;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;583.5;551.6;296.7;806.6;NO;5.155;0.158;YES;10.52;4.396
Esi+;PharmaGSID_48172;6;NOCAS_48172;DTXSID1048172;DTXCID2028147;2;502;9.13;Low;0.052;3.07E+06;0.884;2.72E+06;7.96;1.095;0.04;0.102;0.012;YES;1.973;5.24E+07;1.983;0.011;YES;38.244;3.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;552.6;650.4;395.7;905.3;NO;0.166;0.009;YES;3.2;11.951
Esi+;PharmaGSID_48172;6;NOCAS_48172;DTXSID1048172;DTXCID2028147;2;502;9.13;Mid;0.207;1.57E+07;0.838;1.32E+07;7.96;1.095;0.17;0.463;0.065;YES;2.233;6.36E+07;9.629;0.054;YES;46.425;3.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;584.2;650.4;395.7;905.3;NO;0.806;0.045;YES;3.885;11.951
Esi+;PharmaGSID_48172;6;NOCAS_48172;DTXSID1048172;DTXCID2028147;2;502;9.13;High;0.622;4.55E+07;0.916;4.17E+07;7.96;1.095;0.487;1.595;0.191;YES;2.564;6.70E+07;30.422;0.172;YES;48.894;3.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;592.9;650.4;395.7;905.3;NO;2.546;0.142;YES;4.091;11.951
Esi+;PharmaGSID_48172;6;NOCAS_48172;DTXSID1048172;DTXCID2028147;2;508;9.12;Low;0.02;1.55E+06;0.95;1.47E+06;7.96;1.095;0.023;0.06;0.006;YES;2.947;7.22E+07;1.076;0.006;YES;52.736;3.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;605.9;650.4;395.7;905.3;NO;0.09;0.005;YES;4.413;11.951
Esi+;PharmaGSID_48172;6;NOCAS_48172;DTXSID1048172;DTXCID2028147;2;508;9.12;Mid;0.104;8.73E+06;1.035;9.04E+06;7.96;1.095;0.12;0.316;0.045;YES;3.048;8.71E+07;6.595;0.037;YES;63.597;3.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;639.3;650.4;395.7;905.3;NO;0.552;0.031;YES;5.321;11.951
Esi+;PharmaGSID_48172;6;NOCAS_48172;DTXSID1048172;DTXCID2028147;2;508;9.12;High;0.417;3.37E+07;1.669;5.62E+07;7.96;1.095;0.64;2.239;0.248;YES;5.375;1.35E+08;41.042;0.231;YES;98.54;3.599;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;724.8;650.4;395.7;905.3;NO;3.434;0.191;YES;8.245;11.951
Esi+;FR140423;6;151506-44-4;DTXSID6048175;DTXCID2028149;1;506;5.96;Low;0.024;9.89E+05;0.935;9.25E+05;7.5;0.929;0.022;NA;NA;;NA;3.85E+07;0.675;0.004;YES;28.129;2.898;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;506;513.4;258.5;768.5;NO;0.248;0.006;YES;10.319;2.726
Esi+;FR140423;6;151506-44-4;DTXSID6048175;DTXCID2028149;1;506;5.96;Mid;0.122;5.32E+06;0.983;5.23E+06;7.5;0.929;0.144;NA;NA;;NA;4.28E+07;3.814;0.022;YES;31.263;2.898;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;521.5;513.4;258.5;768.5;NO;1.399;0.032;YES;11.469;2.726
Esi+;FR140423;6;151506-44-4;DTXSID6048175;DTXCID2028149;1;506;5.96;High;0.49;1.07E+07;1.411;1.51E+07;7.5;0.929;0.449;NA;NA;;NA;3.08E+07;10.999;0.062;YES;22.447;2.898;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;474.2;513.4;258.5;768.5;NO;4.035;0.091;YES;8.235;2.726
Esi+;PharmaGSID_48507;6;NOCAS_48507;DTXSID0048507;DTXCID2028482;1;505;6.61;Low;0.024;1.72E+06;0.926;1.59E+06;8.02;1.117;0.024;NA;NA;;NA;6.62E+07;1.16;0.007;YES;48.341;2.889;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;591;511.6;256.7;766.8;NO;0.436;0.01;YES;18.157;2.662
Esi+;PharmaGSID_48507;6;NOCAS_48507;DTXSID0048507;DTXCID2028482;1;505;6.61;Mid;0.122;9.59E+06;1.097;1.05E+07;8.02;1.117;0.128;NA;NA;;NA;8.62E+07;7.679;0.043;YES;62.942;2.889;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;637.4;511.6;256.7;766.8;NO;2.884;0.064;YES;23.641;2.662
Esi+;PharmaGSID_48507;6;NOCAS_48507;DTXSID0048507;DTXCID2028482;1;505;6.61;High;0.49;2.60E+07;1.772;4.60E+07;8.02;1.117;0.478;NA;NA;;NA;9.39E+07;33.599;0.189;YES;68.568;2.889;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;653.3;511.6;256.7;766.8;NO;12.62;0.28;YES;25.754;2.662
Esi+;Ro 23-7637;6;107071-66-9;DTXSID9048512;DTXCID2028486;1;506;13.74;Low;0.024;9.02E+06;0.935;8.43E+06;8.85;1.187;0.024;NA;NA;;NA;3.51E+08;6.156;0.035;NO;256.517;4.213;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;953.1;770.4;515.8;1025.1;NO;0.205;0.019;YES;8.526;30.086
Esi+;Ro 23-7637;6;107071-66-9;DTXSID9048512;DTXCID2028486;1;506;13.74;Mid;0.122;5.99E+07;0.983;5.88E+07;8.85;1.187;0.123;NA;NA;;NA;4.82E+08;42.95;0.242;NO;352.05;4.213;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;1043.4;770.4;515.8;1025.1;NO;1.428;0.13;NO;11.701;30.086
Esi+;Ro 23-7637;6;107071-66-9;DTXSID9048512;DTXCID2028486;1;506;13.74;High;0.49;2.15E+08;1.411;3.03E+08;8.85;1.187;0.488;NA;NA;;NA;6.18E+08;220.965;1.246;NO;450.948;4.213;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;1119.9;770.4;515.8;1025.1;NO;7.344;0.668;NO;14.989;30.086
Esi+;Hydroxyzine hydrochloride;6;1244-76-4;DTXSID5047530;DTXCID203137;1;504;8.15;Low;0.024;2.48E+06;0.952;2.37E+06;7.95;0.975;0.024;NA;NA;;NA;9.85E+07;1.726;0.01;YES;71.933;4.069;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;662.3;742.3;487.7;997;NO;0.07;0.006;YES;2.907;24.743
Esi+;Hydroxyzine hydrochloride;6;1244-76-4;DTXSID5047530;DTXCID203137;1;504;8.15;Mid;0.122;1.15E+07;0.98;1.13E+07;7.95;0.975;0.12;NA;NA;;NA;9.25E+07;8.237;0.046;YES;67.518;4.069;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;650.4;742.3;487.7;997;NO;0.333;0.027;YES;2.729;24.743
Esi+;Hydroxyzine hydrochloride;6;1244-76-4;DTXSID5047530;DTXCID203137;1;504;8.15;High;0.49;4.20E+07;1.067;4.49E+07;7.95;0.975;0.494;NA;NA;;NA;9.15E+07;32.74;0.185;YES;66.817;4.069;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;648.4;742.3;487.7;997;NO;1.323;0.109;YES;2.7;24.743
Esi+;Butylphthalyl butylglycolate;6;85-70-1;DTXSID7023938;DTXCID203938;1;506;10.77;Low;0.024;1.41E+06;0.935;1.32E+06;7.9;1.104;0.024;NA;NA;;NA;5.49E+07;0.962;0.005;YES;40.063;2.36;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;560;408.2;153.1;663.5;NO;2.144;0.013;YES;89.337;0.448
Esi+;Butylphthalyl butylglycolate;6;85-70-1;DTXSID7023938;DTXCID203938;1;506;10.77;Mid;0.122;7.58E+06;0.983;7.45E+06;7.9;1.104;0.117;NA;NA;;NA;6.11E+07;5.441;0.031;YES;44.598;2.36;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;577.5;408.2;153.1;663.5;NO;12.133;0.075;YES;99.451;0.448
Esi+;Butylphthalyl butylglycolate;6;85-70-1;DTXSID7023938;DTXCID203938;1;506;10.77;High;0.49;2.62E+07;1.411;3.70E+07;7.9;1.104;0.5;NA;NA;;NA;7.54E+07;26.977;0.152;YES;55.055;2.36;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;613.4;408.2;153.1;663.5;NO;60.157;0.373;YES;122.769;0.448
Esi+;Ethion;6;563-12-2;DTXSID2024086;DTXCID204086;1;506;11.99;Low;0.024;1.64E+06;0.935;1.53E+06;8.02;1.126;0.024;NA;NA;;NA;6.39E+07;1.119;0.006;YES;46.634;2.562;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;584.9;447.8;192.8;703;NO;1.131;0.013;YES;47.113;0.99
Esi+;Ethion;6;563-12-2;DTXSID2024086;DTXCID204086;1;506;11.99;Mid;0.122;1.03E+07;0.983;1.02E+07;8.02;1.126;0.126;NA;NA;;NA;8.32E+07;7.409;0.042;YES;60.729;2.562;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;630.9;447.8;192.8;703;NO;7.485;0.084;YES;61.353;0.99
Esi+;Ethion;6;563-12-2;DTXSID2024086;DTXCID204086;1;506;11.99;High;0.49;3.24E+07;1.411;4.57E+07;8.02;1.126;0.481;NA;NA;;NA;9.33E+07;33.361;0.188;YES;68.083;2.562;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;651.9;447.8;192.8;703;NO;33.704;0.377;YES;68.783;0.99
