filename,name,formula,INCHIKEY,SMILES,ion_mode,exact_mass,precursor_ion,measmass,neutral_loss
EQ301153.txt,Acetazolamide,C4H6N4O3S2,BZKPWHYZMXOIDC-UHFFFAOYSA-N,O=S(=O)(c1nnc(s1)NC(=O)C)N,NEGATIVE,221.98813,220.9809,"Any[57.9757, 61.9706, 63.9624, 66.0097, 72.9866, 77.9655, 79.9812, 83.0251, 97.9819, 115.0085, 115.9926, 126.031, 142.008, 220.9809]","[163.0052, 159.0103, 157.0185, 154.9712, 147.9943, 143.0154, 140.9997, 137.9558, 122.999, 105.9724, 104.9883, 94.94989999999999, 78.97289999999998]"
EQ301154.txt,Acetazolamide,C4H6N4O3S2,BZKPWHYZMXOIDC-UHFFFAOYSA-N,O=S(=O)(c1nnc(s1)NC(=O)C)N,NEGATIVE,221.98813,220.9809,"Any[57.9757, 61.9706, 63.9624, 66.0098, 68.0016, 72.9866, 77.9656, 79.9812, 83.0251, 115.0086, 115.9925, 142.0081, 220.9814]","[163.0052, 159.0103, 157.0185, 154.97109999999998, 152.9793, 147.9943, 143.0153, 140.9997, 137.9558, 105.97229999999999, 104.98839999999998, 78.97279999999998]"
EQ301155.txt,Acetazolamide,C4H6N4O3S2,BZKPWHYZMXOIDC-UHFFFAOYSA-N,O=S(=O)(c1nnc(s1)NC(=O)C)N,NEGATIVE,221.98813,220.9809,"Any[57.9757, 61.9706, 63.9624, 66.0097, 68.0016, 72.9866, 77.9655, 79.9812, 83.0251, 115.9925, 142.0086]","[163.0052, 159.0103, 157.0185, 154.9712, 152.9793, 147.9943, 143.0154, 140.9997, 137.9558, 104.98839999999998, 78.97229999999999]"
EQ301156.txt,Acetazolamide,C4H6N4O3S2,BZKPWHYZMXOIDC-UHFFFAOYSA-N,O=S(=O)(c1nnc(s1)NC(=O)C)N,NEGATIVE,221.98813,220.9809,"Any[57.9757, 61.9706, 63.9624, 66.0097, 68.0015, 72.9866, 77.9655, 79.9812, 83.0251]","[163.0052, 159.0103, 157.0185, 154.9712, 152.9794, 147.9943, 143.0154, 140.9997, 137.9558]"
EQ301251.txt,Atazanavir,C38H52N6O7,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NEGATIVE,704.38975,703.3825,"Any[98.0121, 155.0826, 195.0926, 287.1401, 483.2401, 639.3298, 671.3561]","[605.3704, 548.2999, 508.28990000000005, 416.24240000000003, 220.14240000000007, 64.05270000000007, 32.02640000000008]"
EQ301252.txt,Atazanavir,C38H52N6O7,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NEGATIVE,704.38975,703.3825,"Any[97.0044, 98.0122, 99.0199, 153.0673, 155.0826, 168.0818, 195.0927, 230.0695, 287.1402, 483.2405, 639.33]","[606.3781, 605.3703, 604.3626, 550.3152, 548.2999, 535.3007, 508.2898, 473.31300000000005, 416.24230000000006, 220.14200000000005, 64.05250000000001]"
EQ301253.txt,Atazanavir,C38H52N6O7,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NEGATIVE,704.38975,703.3825,"Any[97.0044, 98.0122, 99.02, 116.0507, 126.0309, 139.0512, 153.0672, 154.0752, 155.0826, 168.0817, 182.0936, 193.077, 195.0927, 230.0698, 287.1403]","[606.3781, 605.3703, 604.3625000000001, 587.3318, 577.3516000000001, 564.3313, 550.3153, 549.3073, 548.2999, 535.3008, 521.2889, 510.30550000000005, 508.2898, 473.31270000000006, 416.2422]"
EQ301254.txt,Atazanavir,C38H52N6O7,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NEGATIVE,704.38975,703.3825,"Any[97.0044, 98.0122, 99.02, 111.0201, 116.0507, 126.0309, 139.0149, 139.0512, 153.067, 155.0825, 168.0819, 181.0982, 193.077, 195.0927, 230.0699, 287.1404]","[606.3781, 605.3703, 604.3625000000001, 592.3624000000001, 587.3318, 577.3516000000001, 564.3676, 564.3313, 550.3155, 548.3000000000001, 535.3006, 522.2843, 510.30550000000005, 508.2898, 473.3126000000001, 416.24210000000005]"
EQ301255.txt,Atazanavir,C38H52N6O7,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NEGATIVE,704.38975,703.3825,"Any[97.0044, 98.0122, 99.0199, 111.0201, 116.0507, 118.0663, 124.0276, 126.0308, 139.0146, 139.0512, 140.0227, 153.0669, 155.0825, 168.0819, 193.0771, 195.0925, 200.0594, 230.0696]","[606.3781, 605.3703, 604.3626, 592.3624000000001, 587.3318, 585.3162000000001, 579.3549, 577.3517, 564.3679000000001, 564.3313, 563.3598000000001, 550.3156, 548.3000000000001, 535.3006, 510.3054000000001, 508.2900000000001, 503.32310000000007, 473.3129]"
EQ301256.txt,Atazanavir,C38H52N6O7,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,NEGATIVE,704.38975,703.3825,"Any[97.0044, 98.0122, 99.02, 111.02, 116.0507, 118.0665, 124.0276, 125.0228, 139.0148, 139.0515, 140.023, 155.0826, 168.082, 193.0769, 200.0594]","[606.3781, 605.3703, 604.3625000000001, 592.3625000000001, 587.3318, 585.316, 579.3549, 578.3597000000001, 564.3677, 564.331, 563.3595, 548.2999, 535.3005, 510.3056, 503.32310000000007]"
EQ301451.txt,Cefalexin,C16H17N3O4S,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,NEGATIVE,347.09398,346.0867,"Any[57.9757, 71.9913, 73.0117, 74.0071, 96.0456, 96.9992, 99.9861, 100.0226, 100.0404, 102.0019, 102.0349, 102.0383, 104.0507, 107.0615, 108.0457, 109.0771, 112.0227, 112.0405, 116.0507, 119.0616, 121.0773, 123.0565, 124.0227, 124.0404, 126.0198, 126.0383, 128.0177, 129.0014, 134.061, 135.0565, 137.0719, 139.0874, 140.0354, 142.0332, 147.0565, 149.072, 151.0513, 152.0175, 156.0125, 158.028, 159.0563, 162.0436, 163.0514, 165.0669, 166.0332, 169.0441, 171.0564, 172.0881, 173.0483, 173.0719, 175.0512, 181.0648, 187.0514, 189.067, 190.0332, 196.0074, 196.031, 197.1084, 200.059, 201.067, 205.0443, 207.0597, 207.0925, 212.1194, 213.034, 213.1031, 216.0777, 219.0775, 224.1193, 225.1033, 231.1137, 233.039, 240.1143, 241.0981, 251.0827, 252.0903, 256.1092, 258.1069, 259.0911, 268.1092, 269.0937, 274.1021, 275.0861, 302.0969, 312.0991]","[288.111, 274.09540000000004, 273.075, 272.0796, 250.04110000000003, 249.0875, 246.10060000000001, 246.0641, 246.0463, 244.0848, 244.05180000000001, 244.04840000000002, 242.036, 239.0252, 238.041, 237.0096, 234.06400000000002, 234.0462, 230.036, 227.0251, 225.00940000000003, 223.0302, 222.06400000000002, 222.0463, 220.0669, 220.04840000000002, 218.06900000000002, 217.08530000000002, 212.0257, 211.0302, 209.0148, 206.9993, 206.0513, 204.0535, 199.0302, 197.0147, 195.0354, 194.0692, 190.07420000000002, 188.05870000000002, 187.03040000000001, 184.0431, 183.0353, 181.0198, 180.0535, 177.04260000000002, 175.0303, 173.9986, 173.0384, 173.0148, 171.0355, 165.02190000000002, 159.0353, 157.0197, 156.0535, 150.07930000000002, 150.0557, 148.97830000000002, 146.0277, 145.0197, 141.04240000000001, 139.02700000000002, 138.9942, 133.9673, 133.05270000000002, 132.9836, 130.00900000000001, 127.00920000000002, 121.9674, 120.98340000000002, 114.97300000000001, 113.04770000000002, 105.97240000000002, 104.98860000000002, 95.00400000000002, 93.9964, 89.97750000000002, 87.97980000000001, 86.99560000000002, 77.97750000000002, 76.993, 71.9846, 71.00060000000002, 43.9898, 33.987599999999986]"
EQ301452.txt,Cefalexin,C16H17N3O4S,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,NEGATIVE,347.09398,346.0867,"Any[56.9805, 57.9757, 58.9961, 60.9754, 65.0145, 68.0142, 70.9835, 71.9913, 72.0091, 73.0118, 74.007, 80.0505, 83.9914, 84.0091, 85.0119, 85.0295, 92.0505, 93.0458, 94.0663, 96.0455, 96.9992, 99.9862, 100.0227, 100.0404, 102.002, 102.035, 102.0384, 104.0507, 105.0457, 107.0615, 108.0456, 109.0772, 110.0613, 111.0201, 112.0227, 112.0405, 114.0383, 115.0222, 116.0507, 117.0347, 118.03, 118.0538, 118.0663, 119.0615, 120.0455, 121.0772, 122.0486, 122.0609, 123.0565, 124.0226, 124.0404, 126.0197, 126.0383, 127.9816, 128.0176, 128.0508, 129.0018, 132.0456, 132.0567, 133.041, 134.0485, 134.0612, 135.0565, 136.0403, 137.072, 139.0877, 140.0176, 140.0354, 141.0494, 142.0331, 145.0771, 146.0611, 147.0564, 149.072, 151.0512, 152.0175, 156.0126, 156.0693, 157.0769, 158.0282, 159.0564, 161.0358, 161.0718, 162.0436, 163.0512, 164.0353, 165.0669, 166.0331, 167.0287, 168.057, 169.0441, 171.0565, 172.0403, 172.088, 173.0481, 173.0719, 175.0513, 181.0646, 182.0977, 183.0927, 187.0514, 189.0494, 189.067, 190.0332, 192.0491, 196.0073, 196.0313, 197.1087, 198.0924, 199.0513, 200.0591, 201.0669, 205.0441, 207.0598, 207.0927, 208.0876, 212.1194, 213.0336, 213.0547, 213.1037, 214.062, 215.07, 216.0777, 217.0203, 219.0773, 222.1037, 223.1116, 224.1193, 225.1034, 229.0983, 231.1137, 233.039, 240.1143, 241.0984, 251.0825, 252.0904, 256.1091, 258.1067, 259.0916, 268.1093, 269.0928, 274.1024, 275.0861, 284.081, 302.0967, 312.0984]","[289.1062, 288.111, 287.0906, 285.1113, 281.0722, 278.0725, 275.1032, 274.09540000000004, 274.0776, 273.0749, 272.0797, 266.0362, 262.0953, 262.0776, 261.0748, 261.0572, 254.0362, 253.04090000000002, 252.0204, 250.0412, 249.0875, 246.1005, 246.06400000000002, 246.0463, 244.0847, 244.0517, 244.0483, 242.036, 241.041, 239.0252, 238.04110000000003, 237.0095, 236.0254, 235.0666, 234.06400000000002, 234.0462, 232.04840000000002, 231.0645, 230.036, 229.05200000000002, 228.0567, 228.0329, 228.0204, 227.0252, 226.0412, 225.0095, 224.03810000000001, 224.0258, 223.0302, 222.0641, 222.0463, 220.067, 220.04840000000002, 218.1051, 218.06910000000002, 218.0359, 217.0849, 214.0411, 214.03, 213.0457, 212.03820000000002, 212.0255, 211.0302, 210.0464, 209.0147, 206.999, 206.06910000000002, 206.0513, 205.03730000000002, 204.05360000000002, 201.0096, 200.0256, 199.0303, 197.0147, 195.0355, 194.0692, 190.07410000000002, 190.0174, 189.0098, 188.0585, 187.0303, 185.0509, 185.0149, 184.0431, 183.0355, 182.0514, 181.0198, 180.05360000000002, 179.05800000000002, 178.02970000000002, 177.04260000000002, 175.0302, 174.0464, 173.9987, 173.0386, 173.0148, 171.0354, 165.0221, 163.989, 162.994, 159.0353, 157.03730000000002, 157.0197, 156.0535, 154.0376, 150.07940000000002, 150.05540000000002, 148.978, 147.9943, 147.0354, 146.0276, 145.0198, 141.04260000000002, 139.0269, 138.994, 137.9991, 133.9673, 133.0531, 133.032, 132.983, 132.0247, 131.01670000000001, 130.00900000000001, 129.06640000000002, 127.0094, 123.983, 122.9751, 121.9674, 120.98330000000001, 116.98840000000001, 114.97300000000001, 113.04770000000002, 105.97240000000002, 104.98830000000001, 95.0042, 93.99630000000002, 89.9776, 87.98000000000002, 86.99509999999998, 77.97739999999999, 76.9939, 71.98430000000002, 71.00060000000002, 62.00569999999999, 43.99000000000001, 33.98829999999998]"
EQ301453.txt,Cefalexin,C16H17N3O4S,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,NEGATIVE,347.09398,346.0867,"Any[56.9804, 57.9756, 58.9961, 59.9914, 60.9754, 63.9626, 65.0146, 65.9986, 66.035, 67.0302, 68.0142, 70.9835, 71.9913, 72.0092, 72.9992, 73.0118, 74.007, 80.0506, 81.9758, 82.0299, 83.9914, 84.0092, 84.9991, 85.0295, 86.0071, 92.0506, 93.0459, 94.0664, 96.0456, 96.9994, 99.9863, 100.0227, 100.0405, 101.0397, 102.0019, 102.0351, 104.0509, 105.0459, 106.0537, 107.0615, 108.0455, 109.0772, 110.0614, 111.0201, 112.0405, 114.0384, 115.0226, 116.0507, 117.0347, 118.0301, 118.0539, 118.0663, 119.0615, 120.0458, 121.0772, 122.0486, 122.0611, 123.0565, 124.0227, 124.0404, 125.0065, 126.0196, 126.0383, 127.9815, 128.0507, 131.0617, 132.0456, 132.0569, 133.0406, 134.0487, 134.0612, 134.0722, 135.0565, 136.0405, 137.072, 139.0877, 140.0355, 140.0504, 141.0253, 141.0495, 142.0332, 143.0616, 144.0457, 145.0774, 147.0564, 151.0513, 152.0177, 155.0614, 156.0695, 157.0771, 158.0281, 158.0613, 159.0565, 161.0357, 161.0721, 162.0437, 163.0515, 164.0351, 165.0669, 166.0331, 168.0567, 169.0442, 171.0563, 172.0404, 172.088, 173.0482, 173.0719, 175.0513, 181.0646, 183.0927, 187.0513, 189.0493, 189.0671, 190.0337, 192.0489, 197.1087, 198.0929, 199.0512, 200.0592, 201.0673, 207.0602, 207.0928, 208.0884, 213.0543, 213.1031, 214.062, 215.0699, 216.078, 217.0209, 222.1041, 223.1118, 224.1198, 225.1034, 229.0983, 233.0391, 240.1143, 251.0827, 252.0903, 256.1094, 268.1093, 284.0789]","[289.10630000000003, 288.1111, 287.0906, 286.0953, 285.1113, 282.1241, 281.0721, 280.0881, 280.0517, 279.0565, 278.0725, 275.1032, 274.09540000000004, 274.0775, 273.0875, 273.0749, 272.0797, 266.03610000000003, 264.1109, 264.0568, 262.0953, 262.0775, 261.0876, 261.0572, 260.0796, 254.0361, 253.0408, 252.02030000000002, 250.04110000000003, 249.08730000000003, 246.1004, 246.06400000000002, 246.0462, 245.04700000000003, 244.0848, 244.0516, 242.0358, 241.0408, 240.03300000000002, 239.0252, 238.0412, 237.0095, 236.02530000000002, 235.0666, 234.0462, 232.0483, 231.0641, 230.036, 229.05200000000002, 228.0566, 228.0328, 228.0204, 227.0252, 226.04090000000002, 225.0095, 224.03810000000001, 224.0256, 223.0302, 222.06400000000002, 222.0463, 221.0802, 220.0671, 220.04840000000002, 218.10520000000002, 218.036, 215.025, 214.0411, 214.0298, 213.0461, 212.038, 212.0255, 212.0145, 211.0302, 210.0462, 209.0147, 206.999, 206.0512, 206.0363, 205.06140000000002, 205.0372, 204.0535, 203.0251, 202.041, 201.0093, 199.0303, 195.0354, 194.06900000000002, 191.02530000000002, 190.0172, 189.0096, 188.0586, 188.02540000000002, 187.0302, 185.05100000000002, 185.0146, 184.043, 183.0352, 182.0516, 181.0198, 180.05360000000002, 178.03, 177.04250000000002, 175.03040000000001, 174.0463, 173.9987, 173.0385, 173.0148, 171.0354, 165.0221, 162.994, 159.0354, 157.03740000000002, 157.0196, 156.053, 154.0378, 148.978, 147.99380000000002, 147.0355, 146.0275, 145.01940000000002, 139.0265, 138.9939, 137.9983, 133.0324, 132.9836, 132.0247, 131.01680000000002, 130.0087, 129.0658, 123.98260000000002, 122.97490000000002, 121.96690000000001, 120.98330000000001, 116.98840000000001, 113.04760000000002, 105.97240000000002, 95.00400000000002, 93.9964, 89.97730000000001, 77.97739999999999, 62.00780000000003]"
EQ301454.txt,Cefalexin,C16H17N3O4S,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,NEGATIVE,347.09398,346.0867,"Any[55.0189, 56.9804, 57.9756, 58.9961, 59.9914, 60.9753, 63.9625, 65.0146, 65.9985, 66.0349, 67.0302, 68.0142, 70.9835, 71.9913, 72.0092, 72.9992, 73.0118, 74.007, 78.0351, 80.0506, 81.046, 81.9757, 82.0298, 83.9913, 84.9991, 85.0116, 85.0296, 87.0274, 92.0506, 93.0459, 96.0456, 96.9992, 97.9946, 98.0069, 99.9863, 100.0227, 100.0405, 101.0069, 101.0397, 102.0019, 102.035, 104.0507, 105.0459, 106.0536, 107.0615, 108.0455, 109.0772, 110.061, 111.02, 112.0405, 114.0383, 115.0223, 116.0507, 117.0347, 118.0299, 118.0665, 119.0251, 119.0615, 121.0772, 122.0486, 122.0614, 123.0565, 124.0227, 124.0404, 126.0383, 127.9815, 128.0507, 131.0616, 132.0569, 133.0407, 134.0611, 134.0722, 135.0565, 136.0401, 137.0721, 140.0179, 140.0504, 141.0255, 142.0332, 143.0612, 144.0453, 146.0613, 147.0565, 149.043, 151.0515, 152.0176, 155.0616, 156.0694, 157.077, 158.028, 158.061, 159.0562, 161.036, 162.0435, 168.0567, 169.0443, 171.0563, 172.0404, 173.0482, 173.0719, 181.0647, 182.0974, 183.0926, 187.0514, 189.0492, 189.0669, 190.0332, 191.0614, 197.1091, 199.0513, 200.0592, 207.0928, 208.0879, 213.103, 216.0778, 223.1119, 224.1199, 225.103, 229.0985, 233.0391, 240.1142, 251.0829]","[291.06780000000003, 289.10630000000003, 288.1111, 287.0906, 286.0953, 285.1114, 282.12420000000003, 281.0721, 280.08820000000003, 280.0518, 279.0565, 278.0725, 275.1032, 274.09540000000004, 274.0775, 273.0875, 273.0749, 272.0797, 268.0516, 266.03610000000003, 265.0407, 264.111, 264.05690000000004, 262.09540000000004, 261.0876, 261.0751, 261.0571, 259.0593, 254.0361, 253.0408, 250.04110000000003, 249.0875, 248.09210000000002, 248.0798, 246.1004, 246.06400000000002, 246.0462, 245.0798, 245.04700000000003, 244.0848, 244.0517, 242.036, 241.0408, 240.0331, 239.0252, 238.0412, 237.0095, 236.0257, 235.06670000000003, 234.0462, 232.04840000000002, 231.0644, 230.036, 229.05200000000002, 228.0568, 228.0202, 227.0616, 227.0252, 225.0095, 224.03810000000001, 224.02530000000002, 223.0302, 222.06400000000002, 222.0463, 220.04840000000002, 218.10520000000002, 218.036, 215.0251, 214.0298, 213.04600000000002, 212.0256, 212.0145, 211.0302, 210.0466, 209.0146, 206.0688, 206.0363, 205.0612, 204.0535, 203.0255, 202.0414, 200.02540000000002, 199.0302, 197.0437, 195.0352, 194.06910000000002, 191.0251, 190.0173, 189.0097, 188.05870000000002, 188.0257, 187.03050000000002, 185.0507, 184.0432, 178.03, 177.04240000000001, 175.03040000000001, 174.0463, 173.0385, 173.0148, 165.02200000000002, 163.98930000000001, 162.9941, 159.0353, 157.0375, 157.0198, 156.0535, 155.02530000000002, 148.9776, 147.0354, 146.0275, 138.9939, 137.99880000000002, 132.9837, 130.0089, 122.97480000000002, 121.9668, 120.9837, 116.9882, 113.04760000000002, 105.9725, 95.00380000000001]"
EQ301455.txt,Cefalexin,C16H17N3O4S,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,NEGATIVE,347.09398,346.0867,"Any[55.019, 56.9804, 57.9757, 58.996, 59.9914, 60.9754, 65.0145, 65.9986, 66.035, 67.0303, 68.0142, 70.9835, 71.9913, 72.0092, 72.9753, 72.9992, 73.0118, 74.007, 80.0507, 81.0459, 81.9758, 82.0172, 83.9913, 84.9992, 85.0296, 86.007, 87.0274, 92.0506, 93.0458, 94.0662, 96.0455, 96.9992, 97.9943, 98.007, 99.9863, 100.0227, 101.0067, 101.0398, 102.0349, 104.0379, 105.0459, 106.0537, 107.0615, 108.0456, 109.0772, 110.0071, 110.0612, 112.0405, 114.0383, 115.0225, 116.0507, 117.0346, 118.0298, 119.0252, 119.0616, 121.041, 121.0771, 122.0487, 122.0612, 123.0564, 124.0227, 124.0405, 125.0067, 126.0384, 128.0507, 131.0612, 132.0568, 133.0408, 134.0613, 134.0725, 135.0565, 137.072, 140.0177, 140.0506, 141.0254, 142.0331, 143.0615, 144.0455, 149.0431, 152.0177, 155.0614, 156.0695, 158.028, 161.0355, 167.0286, 168.0566, 171.0565, 172.0404, 173.0482, 173.0719, 181.0644, 189.0668, 190.0338, 191.0617, 199.0516, 200.0592, 207.0927, 208.0881, 233.0394]","[291.0677, 289.10630000000003, 288.111, 287.0907, 286.0953, 285.1113, 281.0722, 280.0881, 280.0517, 279.0564, 278.0725, 275.1032, 274.09540000000004, 274.0775, 273.1114, 273.0875, 273.0749, 272.0797, 266.036, 265.0408, 264.1109, 264.0695, 262.09540000000004, 261.0875, 261.0571, 260.0797, 259.0593, 254.0361, 253.04090000000002, 252.02050000000003, 250.0412, 249.0875, 248.0924, 248.0797, 246.1004, 246.06400000000002, 245.08, 245.0469, 244.05180000000001, 242.04880000000003, 241.0408, 240.03300000000002, 239.0252, 238.04110000000003, 237.0095, 236.07960000000003, 236.02550000000002, 234.0462, 232.04840000000002, 231.06420000000003, 230.036, 229.0521, 228.0569, 227.06150000000002, 227.0251, 225.0457, 225.0096, 224.038, 224.02550000000002, 223.0303, 222.06400000000002, 222.0462, 221.08, 220.0483, 218.036, 215.0255, 214.0299, 213.04590000000002, 212.02540000000002, 212.01420000000002, 211.0302, 209.0147, 206.06900000000002, 206.0361, 205.06130000000002, 204.05360000000002, 203.0252, 202.0412, 197.0436, 194.06900000000002, 191.02530000000002, 190.0172, 188.05870000000002, 185.0512, 179.0581, 178.0301, 175.0302, 174.0463, 173.0385, 173.0148, 165.0223, 157.0199, 156.0529, 155.025, 147.0351, 146.0275, 138.994, 137.9986, 113.0473]"
EQ301456.txt,Cefalexin,C16H17N3O4S,ZAIPMKNFIOOWCQ-UHFFFAOYSA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,NEGATIVE,347.09398,346.0867,"Any[55.0189, 56.9804, 57.9757, 58.9961, 59.9914, 60.9754, 63.9625, 65.0145, 65.9985, 66.035, 67.0302, 68.0142, 70.9835, 71.9913, 72.0092, 72.9754, 72.9992, 73.0118, 74.007, 78.0349, 80.0506, 81.9757, 82.0172, 83.9913, 84.9992, 86.0071, 87.0275, 92.0506, 93.0459, 96.0456, 96.9993, 97.9946, 98.007, 99.9863, 100.0227, 101.0397, 102.035, 104.038, 105.0459, 106.0536, 107.0615, 108.0456, 109.0772, 110.0068, 112.0406, 114.0386, 116.0508, 117.0347, 119.0251, 121.0408, 121.077, 122.0486, 123.0565, 124.0226, 124.0405, 133.0408, 134.0612, 135.0565, 140.0175, 140.0505, 141.0255, 142.0332, 143.0614, 155.0617, 156.0695, 161.0353, 168.0565, 171.0566, 172.0406, 173.048, 173.072, 191.0616, 199.0513, 207.0928, 208.0882]","[291.06780000000003, 289.10630000000003, 288.111, 287.0906, 286.0953, 285.1113, 282.12420000000003, 281.0722, 280.08820000000003, 280.0517, 279.0565, 278.0725, 275.1032, 274.09540000000004, 274.0775, 273.1113, 273.0875, 273.0749, 272.0797, 268.0518, 266.03610000000003, 264.111, 264.0695, 262.09540000000004, 261.0875, 260.0796, 259.05920000000003, 254.0361, 253.0408, 250.04110000000003, 249.0874, 248.09210000000002, 248.0797, 246.1004, 246.06400000000002, 245.04700000000003, 244.0517, 242.0487, 241.0408, 240.0331, 239.0252, 238.04110000000003, 237.0095, 236.0799, 234.04610000000002, 232.0481, 230.03590000000003, 229.05200000000002, 227.0616, 225.04590000000002, 225.0097, 224.03810000000001, 223.0302, 222.0641, 222.0462, 213.04590000000002, 212.0255, 211.0302, 206.0692, 206.0362, 205.0612, 204.0535, 203.02530000000002, 191.025, 190.0172, 185.0514, 178.0302, 175.0301, 174.0461, 173.0387, 173.0147, 155.0251, 147.0354, 138.9939, 137.9985]"
EQ301551.txt,Celiprolol,C20H33N3O4,JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,NEGATIVE,379.24711,378.2398,"Any[161.0609, 176.0345, 176.0716, 190.0511, 190.0871, 204.1027, 219.0775, 221.0937, 247.1089, 248.1166, 263.1034, 263.1401, 335.2219, 378.2396]","[217.1789, 202.2053, 202.1682, 188.1887, 188.1527, 174.1371, 159.16230000000002, 157.1461, 131.1309, 130.1232, 115.13639999999998, 115.09969999999998, 43.0179]"
EQ301552.txt,Celiprolol,C20H33N3O4,JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,NEGATIVE,379.24711,378.2398,"Any[118.0296, 134.0248, 149.048, 160.0397, 161.0608, 164.0719, 176.0352, 176.0715, 190.051, 190.0874, 204.1029, 205.1104, 219.0774, 221.093, 247.1089, 248.1165, 263.1037, 263.14, 279.1707, 305.15, 378.2396]","[260.2102, 244.215, 229.1918, 218.2001, 217.179, 214.1679, 202.2046, 202.16830000000002, 188.18880000000001, 188.1524, 174.1369, 173.1294, 159.1624, 157.1468, 131.1309, 130.1233, 115.1361, 115.09980000000002, 99.06909999999999, 73.08980000000003]"
EQ301553.txt,Celiprolol,C20H33N3O4,JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,NEGATIVE,379.24711,378.2398,"Any[106.0299, 134.0248, 134.0612, 135.0452, 148.0402, 148.0532, 148.077, 149.0481, 150.0559, 160.0401, 161.0608, 164.0718, 176.0361, 176.0712, 190.0873, 204.1029, 219.0774, 221.0924, 247.1087, 248.1165, 263.1408]","[272.2099, 244.215, 244.1786, 243.1946, 230.1996, 230.1866, 230.1628, 229.1917, 228.1839, 218.1997, 217.179, 214.168, 202.2037, 202.1686, 188.1525, 174.1369, 159.1624, 157.1474, 131.1311, 130.1233, 115.09899999999999]"
EQ301554.txt,Celiprolol,C20H33N3O4,JOATXPAWOHTVSZ-UHFFFAOYSA-N,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,NEGATIVE,379.24711,378.2398,"Any[59.0138, 78.0348, 93.0345, 106.0298, 118.0295, 119.0502, 120.0456, 134.0248, 134.0611, 135.0452, 148.0401, 148.0531, 148.077, 149.0481, 150.056, 160.0403, 161.0608, 163.0764, 175.064, 176.0711, 188.0717, 190.0873, 204.1029, 219.0774, 247.1088, 248.1165]","[319.226, 300.205, 285.2053, 272.21000000000004, 260.2103, 259.1896, 258.1942, 244.215, 244.1787, 243.1946, 230.1997, 230.1867, 230.1628, 229.1917, 228.1838, 218.1995, 217.179, 215.1634, 203.1758, 202.1687, 190.1681, 188.1525, 174.1369, 159.1624, 131.131, 130.1233]"
