SMILES;pH_aq;name;logIE;instrument;source;solvent;doi
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.91;propanolol;3.72;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.91;amiodarone;4.17;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.91;haloperidol;4.48;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.91;ketoconazole;4.09;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.91;trazodone;4.15;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.91;tetraethylammonium;4.4;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.91;fluoxetine;2.77;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.91;quinine;3.89;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.91;atenolol;3.29;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.91;lincomycin;3.17;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.91;progesterone;0.63;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.91;testosterone;1.46;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.91;norfloxacin;2.62;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.91;caffeine;0.62;Sciex API4000;TurboSpray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;2.91;terfenadine;4.43;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;2.91;loperamide;4.9;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;2.91;amitriptyline;4.06;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;2.91;buspirone;4.39;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.91;propanolol;3.74;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.91;amiodarone;2.76;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.91;haloperidol;3.74;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.91;ketoconazole;3.34;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.91;trazodone;3.35;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.91;tetraethylammonium;4.18;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.91;fluoxetine;2.01;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.91;quinine;3.76;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.91;atenolol;2.7;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.91;lincomycin;2.02;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.91;progesterone;0.21;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.91;testosterone;1;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.91;norfloxacin;2.23;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.91;caffeine;1.15;Waters Synapt G.2;Z-spray;Isopropanol/10 mM formic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;2.09;terfenadine;3.45;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;2.09;loperamide;4.75;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;2.09;amitriptyline;4.13;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;2.09;buspirone;3.12;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;2.09;propanolol;3.58;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;2.09;aripiprazole;3.68;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;2.09;amiodarone;3.75;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;2.09;haloperidol;3.88;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2.09;ketoconazole;2.45;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;2.09;trazodone;3.34;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.09;tetraethylammonium;4.21;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;2.09;fluoxetine;3.14;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;2.09;quinine;3.39;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;2.09;atenolol;2.41;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCC1CC(N(C)C1)C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O;2.09;lincomycin;1.97;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
c1ccncc1;2.09;pyridine;2.02;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C;2.09;progesterone;2.37;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C;2.09;testosterone;2.28;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;2.09;norfloxacin;1.89;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN1C=NC2=C1C(=O)N(C(=O)N2C)C;2.09;caffeine;1.95;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O;3.44;terfenadine;3.91;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4;3.44;loperamide;4.74;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31;3.44;amitriptyline;3.82;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4;3.44;buspirone;3.58;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O;3.44;propanolol;3.07;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl;3.44;aripiprazole;2.14;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I;3.44;amiodarone;2.92;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;3.44;haloperidol;3.11;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl;3.44;trazodone;3.11;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;3.44;tetraethylammonium;4.25;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F;3.44;fluoxetine;2.57;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O;3.44;quinine;3.13;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O;3.44;atenolol;2.25;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O;3.44;norfloxacin;1.03;Thermo LTQ;ESI;Isopropanol/10 mM oxalic acid(aq) 90/10;10.1002/rcm.8352
CC[N+](CC)(CC)CC;2.7;tetraethylammonium;4.45;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1;2.7;1,1,1,3,3-Pentapyrrolizino-4-(2-chlorophenyl)-1,3-diphospha(V)-2,4-diaza-1,3-butadiene;5.91;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1;2.7;N-[4-(Trifluoromethyl)phenyl]-P,P,P-tripyrrolizinophosphazene;5.33;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CCC[N+](CCC)(CCC)CCC;2.7;tetrapropylammonium;4.8;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CCCN(CCC)CCC;2.7;tripropylamine;4.68;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
c1ccncc1;2.7;pyridine;2.98;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
C1CCNC1;2.7;pyrrolidine;3.17;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CCNCC;2.7;diethylamine;3.25;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
COc1cccc(c1)N(C)C;2.7;3-methoxy-N,N-dimethylaniline;4.02;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
Nc1ccccn1;2.7;2-aminopyridine;2.95;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CN(C)c1ccc(cc1)N(C)C;2.7;N,N,N',N'-Tetramethyl-P-phenylenediamine;3.57;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6;2.7;reserpine;4.44;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
c1cnc2c(c1)ccc3cccnc23;2.7;1,10-phenanthroline;2.88;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1;2.7;N,N-Dimethyl-4'-[(triphenylphosphoranylidene)amino]azobenzene-4-amine;7.49;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1;2.7;N,N-Dimethyl-4'-[(pyrrolizinodiphenylphosphoranylidene)amino]azobenzene-4-amine;7.16;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1;2.7;4-[(Phenyldipyrrolizinophosphoranylidene)amino]-4'-nitroazobenzene;5.43;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
COc1ccncc1;2.7;4-methoxypyridine;3.69;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
OC(=O)c1ccccc1C(O)=O;2.7;phthalic acid;1.21;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
Nc1ccc(O)cc1;2.7;4-aminophenol;3.04;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
[nH]1ncc2ccccc12;2.7;indazole;3.2;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CC(=O)Nc1sc(cn1)[N+]([O-])=O;2.7;2-acetamido-5-nitrothiazole;0.31;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CNC(=O)O\N=C\C(C)(C)[S](C)(=O)=O;2.7;aldicarb-sulfone;2.29;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC;2.7;thiophanate-methyl;3.2;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
Cc1c(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)cccc1c3ccccc3;2.7;bifenthrin;-0.22;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1;2.7;phenthoate;2.1;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
COc1ccc(C=O)cc1;2.7;p-anisaldehyde;1.12;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
Oc1ccc(C=O)cc1;2.7;4-hydroxybenzaldehyde;0.07;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
OC(=O)C=Cc1ccccc1;2.7;cinnamic acid;-0.11;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4;2.7;scopolamine;3.86;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2;2.7;cyanophenphos;1.78;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CC1=NN=C(c2ccccc2)C(=O)N1N;2.7;metamitrone;3.32;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CC(C)c1ccc(NC(=O)N(C)C)cc1;2.7;isoproturon;3.97;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CCc1cccc(CC)c1N(COC)C(=O)CCl;2.7;alachlor;2.42;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
COc1cc(ccc1O)C(O)CN;2.7;normetanephrine;1.86;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
FC(F)C(F)(F)OCC(Cn1cncn1)c2ccc(Cl)cc2Cl;2.7;tetraconazole;3.69;Agilent XCT;ESI;MeCN 0.1% formic acid;Measured in this study
CNC(=O)C(C)SCCS[P](=O)(OC)OC;3.2;vamidothion;2.8;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC;3.2;glyceryl tributyrate;2.2;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
c1cnc2c(c1)ccc3cccnc23;3.2;1,10-phenanthroline;3.2;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
CC(=O)OCC(COC(=O)C)OC(=O)C;3.2;glyceryl triacetate;1.4;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
COC(=O)c1ccccc1C(=O)OC;3.2;dimethyl phthalate;2;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
CN\1COCN(/C1=N/[N+](=O)[O-])CC2=CN=C(S2)Cl;3.2;thiamethoxam;1.9;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
COC(=O)CCCC(=O)OC;3.2;dimethyl glutarate;1.7;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
OC(=O)C(\C)=C(\C)C(=O)O;3.2;dimethylmaleate;1.7;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
COC(=O)CCC(=O)OC;3.2;dimethyl succinate;1.7;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
O=C(Oc1ccccc1)c2ccccc2;3.2;Diphenylcarboxylate;1.3;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
CC(=O)OCCOC(=O)C;3.2;ethylene glycol diacetate;1.5;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
COC(=O)CC(=O)OC;3.2;dimethyl malonate;1.4;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
O=C(c1ccccc1)c2ccccc2;3.2;benzophenone;2.2;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
O=C(O)c1ccccc1S(=O)(=O)C(F)(F)F;3.2;2-(Trifluoromethylsulfonyl)benzoic acid;0.4;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
NC(=O)c1ccccc1;3.2;benzamide;2.4;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
COc1ccc(cc1)C(O)=O;3.2;4-methoxybenzoic acid;1.9;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
Oc1ccccc1C#N;3.2;2-cyanophenol;1.7;Agilent XCT;ESI;MeCN/0.1% acetic acid(aq) 80/20;10.1007/s13361-017-1626-y
CC[N+](CC)(CC)CC;2.7;tetraethylammonium;3.58;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
Clc1ccccc1N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1;2.7;1,1,1,3,3-Pentapyrrolizino-4-(2-chlorophenyl)-1,3-diphospha(V)-2,4-diaza-1,3-butadiene;4.42;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
FC(F)(F)c1ccc(N=P(N2CCCC2)(N2CCCC2)N2CCCC2)cc1;2.7;N-[4-(Trifluoromethyl)phenyl]-P,P,P-tripyrrolizinophosphazene;3.87;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CCC[N+](CCC)(CCC)CCC;2.7;tetrapropylammonium;3.57;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CCCN(CCC)CCC;2.7;tripropylamine;4.05;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
c1ccncc1;2.7;pyridine;2.32;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
C1CCNC1;2.7;pyrrolidine;2.46;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CCNCC;2.7;diethylamine;2.47;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
COc1cccc(c1)N(C)C;2.7;3-methoxy-N,N-dimethylaniline;3.42;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
Nc1ccccn1;2.7;2-aminopyridine;2.04;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CN(C)c1ccc(cc1)N(C)C;2.7;N,N,N',N'-Tetramethyl-P-phenylenediamine;2.73;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6;2.7;reserpine;3.74;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
N[C@@H](CCC(N)=O)C(O)=O;2.7;glutamine;1.37;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CC(N)C(=O)O;2.7;alpha-alanine;1.26;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O;2.7;DL-phenylalanyl-DL-phenylalanyl-DL-phenylalanyl-DL-phenylalanine;3.66;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
c1cnc2c(c1)ccc3cccnc23;2.7;1,10-phenanthroline;2.53;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1;2.7;N,N-Dimethyl-4'-[(triphenylphosphoranylidene)amino]azobenzene-4-amine;4.02;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
CN(C)c1ccc(N=Nc2ccc(N=P(c3ccccc3)(c3ccccc3)N3CCCC3)cc2)cc1;2.7;N,N-Dimethyl-4'-[(pyrrolizinodiphenylphosphoranylidene)amino]azobenzene-4-amine;3.71;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(c3ccccc3)(N3CCCC3)N3CCCC3)cc2)cc1;2.7;4-[(Phenyldipyrrolizinophosphoranylidene)amino]-4'-nitroazobenzene;4.23;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
COc1cccc(O)c1O;2.7;3-methoxycatechol;1.15;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
COc1ccncc1;2.7;4-methoxypyridine;3.03;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
OC(=O)c1ccccc1C(O)=O;2.7;phthalic acid;0.89;Agilent XCT;ESI;MeCN/0.1% formic acid 20/80;Measured in this study
